Gmt time,Open,High,Low,Close,Volume
06.06.2019 00:00:00.000,97.241,97.263,97.223,97.259,2.4576
06.06.2019 01:00:00.000,97.255,97.281,97.233,97.258,3.5758
06.06.2019 02:00:00.000,97.256,97.264,97.238,97.239,3.8256
06.06.2019 03:00:00.000,97.236,97.243,97.208,97.219,2.0347
06.06.2019 04:00:00.000,97.223,97.224,97.198,97.200,2.4207
06.06.2019 05:00:00.000,97.199,97.219,97.175,97.182,1.949
06.06.2019 06:00:00.000,97.186,97.249,97.164,97.228,10.6494
06.06.2019 07:00:00.000,97.231,97.271,97.193,97.203,12.317
06.06.2019 08:00:00.000,97.205,97.209,97.138,97.164,7.494
06.06.2019 09:00:00.000,97.166,97.199,97.146,97.163,9.3134
06.06.2019 10:00:00.000,97.166,97.213,97.153,97.182,6.1694
06.06.2019 11:00:00.000,97.188,97.376,96.930,96.984,22.5537
06.06.2019 12:00:00.000,96.981,97.004,96.708,96.859,31.5825
06.06.2019 13:00:00.000,96.853,97.129,96.793,97.053,23.5968
06.06.2019 14:00:00.000,97.048,97.048,96.878,96.888,14.6545
06.06.2019 15:00:00.000,96.890,96.894,96.742,96.791,21.4522
06.06.2019 16:00:00.000,96.794,96.879,96.768,96.803,14.9792
06.06.2019 17:00:00.000,96.804,96.859,96.798,96.856,11.7729
06.06.2019 18:00:00.000,96.855,97.018,96.848,96.983,14.3355
06.06.2019 19:00:00.000,96.984,96.984,96.923,96.979,10.4248
06.06.2019 20:00:00.000,96.984,97.024,96.955,96.958,3.3698
06.06.2019 21:00:00.000,96.958,96.958,96.958,96.958,0
06.06.2019 22:00:00.000,96.958,96.958,96.958,96.958,0
06.06.2019 23:00:00.000,96.958,96.958,96.958,96.958,0
07.06.2019 00:00:00.000,96.960,96.989,96.946,96.965,4.0433
07.06.2019 01:00:00.000,96.968,96.983,96.949,96.959,6.9614
07.06.2019 02:00:00.000,96.961,96.999,96.955,96.990,7.2128
07.06.2019 03:00:00.000,96.992,97.011,96.983,97.006,5.1352
07.06.2019 04:00:00.000,97.004,97.006,96.988,96.998,5.316
07.06.2019 05:00:00.000,97.001,97.016,96.992,97.008,4.7672
07.06.2019 06:00:00.000,97.014,97.074,96.992,97.038,11.4669
07.06.2019 07:00:00.000,97.034,97.054,96.983,97.029,8.049
07.06.2019 08:00:00.000,97.034,97.064,96.999,97.024,7.8971
07.06.2019 09:00:00.000,97.021,97.081,97.000,97.081,5.9777
07.06.2019 10:00:00.000,97.084,97.118,97.013,97.033,8.2235
07.06.2019 11:00:00.000,97.035,97.039,96.992,96.998,8.1022
07.06.2019 12:00:00.000,96.995,97.005,96.529,96.594,24.1392
07.06.2019 13:00:00.000,96.583,96.678,96.538,96.599,22.8993
07.06.2019 14:00:00.000,96.586,96.616,96.388,96.458,26.929
07.06.2019 15:00:00.000,96.462,96.579,96.413,96.569,16.3127
07.06.2019 16:00:00.000,96.571,96.574,96.438,96.459,21.9156
07.06.2019 17:00:00.000,96.453,96.514,96.432,96.438,15.5139
